"","county_nam","mydate","deaths","fhwa_numbe","fips","positive","negative","recoveries","total_tests","active_cases","pop_5yr_est_2018","confirmed_pos","probable_pos","confirmed_neg","probable_neg","confirmed_recov","probable_recov","confirmed_death","probable_death","confirmed_active","probable_active","pcr_test","antigen_test","pcr_pos_test","pcr_neg_test","antigen_pos_test","antigen_neg_test","total_pos_test","total_neg_test","New_Cases_Today","Recovered_Since_Yesterday","New_Deaths_Today","New_Tests_Dashboard","Cases_Population","Tested_Population","New_Cases_Today_10k_Pop","Active_Cases_10k_Pop","Pct_Positive_Cumulative","Pct_Positive_New_to_Dashboard","Closed","Pct_Deaths_vs_Recoveries","Pct_Recoveries_vs_Deaths","lab_prvt","lab_pub"
"2138","Pope",2020-09-04,0,0,0,0,0,0,0,0,0,1819,0,16547,0,1669,0,19,0,131,0,18366,0,0,0,0,0,0,0,13,24,0,165,2.858085601,28.85739426,2.042612029,20.5832443,9.90417075,7.878787879,1688,1.125592417,98.87440758,0,0
"2139","Prairie",2020-09-04,0,0,0,0,0,0,0,0,0,120,0,1592,0,115,0,1,0,4,0,1712,0,0,0,0,0,0,0,2,1,0,27,1.455604076,20.76661815,2.426006793,4.852013586,7.009345794,7.407407407,116,0.862068966,99.13793103,0,0
"2140","Pulaski",2020-09-04,0,0,0,0,0,0,0,0,0,7367,0,97289,0,6553,0,113,0,701,0,104656,0,0,0,0,0,0,0,91,41,1,1040,1.872348861,26.59868908,2.312796883,17.8161606,7.039252408,8.75,6666,1.695169517,98.30483048,0,0
"2141","Randolph",2020-09-04,0,0,0,0,0,0,0,0,0,317,0,3705,0,293,0,13,0,11,0,4022,0,0,0,0,0,0,0,5,3,0,35,1.800829404,22.84837812,2.840424928,6.248934841,7.88165092,14.28571429,306,4.248366013,95.75163399,0,0
"2142","Saline",2020-09-04,0,0,0,0,0,0,0,0,0,1666,0,20639,0,1428,0,14,0,224,0,22305,0,0,0,0,0,0,0,13,17,1,155,1.41175673,18.90110076,1.101610894,18.9816031,7.469177315,8.387096774,1442,0.970873786,99.02912621,0,0
"2143","Scott",2020-09-04,0,0,0,0,0,0,0,0,0,89,0,1470,0,88,0,0,0,1,0,1559,0,0,0,0,0,0,0,1,1,0,10,0.85232714,14.93009002,0.957670944,0.957670944,5.708787684,10,88,0,100,0,0
"2144","Searcy",2020-09-04,0,0,0,0,0,0,0,0,0,113,0,1549,0,73,0,0,0,40,0,1662,0,0,0,0,0,0,0,2,14,0,17,1.426227439,20.97690269,2.524296352,50.48592705,6.799037304,11.76470588,73,0,100,0,0
"2145","Sebastian",2020-09-04,0,0,0,0,0,0,0,0,0,2967,0,32712,0,2718,0,35,0,214,0,35679,0,0,0,0,0,0,0,21,26,0,492,2.327770848,27.9920917,1.647562784,16.78944932,8.315816026,4.268292683,2753,1.271340356,98.72865964,0,0
"2146","Sevier",2020-09-04,0,0,0,0,0,0,0,0,0,1164,0,5647,0,1139,0,14,0,11,0,6811,0,0,0,0,0,0,0,1,3,1,40,6.770197173,39.61495958,0.58163206,6.397952655,17.09000147,2.5,1153,1.214223764,98.78577624,0,0
"2147","Sharp",2020-09-04,0,0,0,0,0,0,0,0,0,153,0,2920,0,139,0,5,0,9,0,3073,0,0,0,0,0,0,0,1,4,0,17,0.897729273,18.03086311,0.586751159,5.28076043,4.978848031,5.882352941,144,3.472222222,96.52777778,0,0
"2148","St.Francis",2020-09-04,0,0,0,0,0,0,0,0,0,1362,0,9919,0,1277,0,4,0,81,0,11281,0,0,0,0,0,0,0,5,8,0,32,5.179888948,42.90332395,1.901574504,30.80550696,12.07339775,15.625,1281,0.31225605,99.68774395,0,0
"2149","Stone",2020-09-04,0,0,0,0,0,0,0,0,0,212,0,2463,0,166,0,4,0,42,0,2675,0,0,0,0,0,0,0,1,3,1,23,1.703358509,21.49284911,0.803470995,33.74578178,7.925233645,4.347826087,170,2.352941176,97.64705882,0,0
"2150","Union",2020-09-04,0,0,0,0,0,0,0,0,0,721,0,7221,0,643,0,21,0,57,0,7942,0,0,0,0,0,0,0,14,20,0,151,1.81465821,19.9889258,3.523608175,14.346119,9.078317804,9.271523179,664,3.162650602,96.8373494,0,0
"2151","VanBuren",2020-09-04,0,0,0,0,0,0,0,0,0,138,0,2865,0,106,0,2,0,30,0,3003,0,0,0,0,0,0,0,2,4,0,17,0.827139775,17.99928075,1.198753297,17.98129945,4.595404595,11.76470588,108,1.851851852,98.14814815,0,0
"2152","Washington",2020-09-04,0,0,0,0,0,0,0,0,0,7429,0,60273,0,6752,0,78,0,599,0,67702,0,0,0,0,0,0,0,226,8,0,1027,3.250790928,29.62512416,9.889335708,26.21111544,10.97308794,22.00584226,6830,1.142020498,98.8579795,0,0
"2153","White",2020-09-04,0,0,0,0,0,0,0,0,0,564,0,10248,0,471,0,12,0,81,0,10812,0,0,0,0,0,0,0,13,9,0,68,0.715699711,13.72011573,1.649662454,10.27866606,5.216426193,19.11764706,483,2.48447205,97.51552795,0,0
"2154","Woodruff",2020-09-04,0,0,0,0,0,0,0,0,0,28,0,1337,0,27,0,0,0,1,0,1365,0,0,0,0,0,0,0,0,0,0,13,0.42042042,20.4954955,0,1.501501502,2.051282051,0,27,0,100,0,0
"2155","Yell",2020-09-04,0,0,0,0,0,0,0,0,0,1173,0,7733,0,1119,0,25,0,29,0,8906,0,0,0,0,0,0,0,4,1,0,92,5.391368295,40.93395229,1.838488762,13.32904353,13.17089603,4.347826087,1144,2.185314685,97.81468531,0,0
"2156","Arkansas_all_counties",2020-09-04,0,0,0,64678,0,0,0,0,2990671,64175,503,694320,0,57547,0,873,0,5755,0,758495,0,0,0,0,0,0,0,1174,658,12,11178,2.126546323,25.13400473,3.625152594,19.0701583,8.460833624,9.787081768,58420,1.49435125,98.50564875,0,0
"2157","Arkansas",2020-09-03,0,0,0,0,0,0,0,0,0,287,0,4113,0,263,0,3,0,21,0,4400,0,0,0,0,0,0,0,1,2,0,28,1.583535643,24.2772015,0.55175458,11.58684617,6.522727273,3.571428571,266,1.127819549,98.87218045,0,0
"2158","Ashley",2020-09-03,0,0,0,0,0,0,0,0,0,388,0,4106,0,368,0,7,0,13,0,4494,0,0,0,0,0,0,0,0,2,0,38,1.889273019,21.88245605,0,6.330038467,8.633733867,0,375,1.866666667,98.13333333,0,0
"2159","Baxter",2020-09-03,0,0,0,0,0,0,0,0,0,144,0,2727,0,119,0,0,0,25,0,2871,0,0,0,0,0,0,0,4,3,0,64,0.349353454,6.965234479,0.97042626,6.065164123,5.015673981,6.25,119,0,100,0,0
"2160","Benton",2020-09-03,0,0,0,0,0,0,0,0,0,5503,0,59162,0,5156,0,58,0,289,0,64665,0,0,0,0,0,0,0,50,35,1,969,2.124874508,24.96910958,1.930651016,11.15916287,8.510013145,5.15995872,5214,1.11238972,98.88761028,0,0
"2161","Boone",2020-09-03,0,0,0,0,0,0,0,0,0,388,0,6648,0,272,0,3,0,113,0,7036,0,0,0,0,0,0,0,14,6,0,133,1.040549238,18.86934134,3.754559107,30.30465565,5.514496873,10.52631579,275,1.090909091,98.90909091,0,0
"2162","Bradley",2020-09-03,0,0,0,0,0,0,0,0,0,300,0,3048,0,266,0,6,0,28,0,3348,0,0,0,0,0,0,0,4,10,0,47,2.740226525,30.58092802,3.653635367,25.57544757,8.960573477,8.510638298,272,2.205882353,97.79411765,0,0
"2163","Calhoun",2020-09-03,0,0,0,0,0,0,0,0,0,23,0,1259,0,23,0,0,0,0,0,1282,0,0,0,0,0,0,0,0,0,0,11,0.442137639,24.64436755,0,0,1.794071763,0,23,0,100,0,0
"2164","Carroll",2020-09-03,0,0,0,0,0,0,0,0,0,479,0,5695,0,433,0,7,0,39,0,6174,0,0,0,0,0,0,0,5,3,0,93,1.717646215,22.13934808,1.79295012,13.98501094,7.758341432,5.376344086,440,1.590909091,98.40909091,0,0
"2165","Chicot",2020-09-03,0,0,0,0,0,0,0,0,0,964,0,4243,0,927,0,11,0,26,0,5207,0,0,0,0,0,0,0,1,0,0,28,8.904489193,48.09717347,0.923702198,24.01625716,18.51353947,3.571428571,938,1.172707889,98.82729211,0,0
"2166","Clark",2020-09-03,0,0,0,0,0,0,0,0,0,243,0,4739,0,211,0,4,0,28,0,4982,0,0,0,0,0,0,0,4,4,0,36,1.085548358,22.25597498,1.786910878,12.50837614,4.877559213,11.11111111,215,1.860465116,98.13953488,0,0
"2167","Clay",2020-09-03,0,0,0,0,0,0,0,0,0,190,0,3053,0,155,0,5,0,30,0,3243,0,0,0,0,0,0,0,5,6,0,45,1.261536419,21.53243477,3.31983268,19.91899608,5.858772741,11.11111111,160,3.125,96.875,0,0
"2168","Cleburne",2020-09-03,0,0,0,0,0,0,0,0,0,259,0,4470,0,239,0,7,0,13,0,4729,0,0,0,0,0,0,0,2,4,0,44,1.026555688,18.74355925,0.792707095,5.152596116,5.476844999,4.545454545,246,2.845528455,97.15447154,0,0
"2169","Cleveland",2020-09-03,0,0,0,0,0,0,0,0,0,139,0,1947,0,125,0,5,0,9,0,2086,0,0,0,0,0,0,0,1,-1,0,50,1.689764162,25.35861901,1.215657671,10.94091904,6.663470757,2,130,3.846153846,96.15384615,0,0
"2170","Columbia",2020-09-03,0,0,0,0,0,0,0,0,0,311,0,3642,0,269,0,15,0,27,0,3953,0,0,0,0,0,0,0,8,6,0,38,1.301690943,16.54528713,3.348401138,11.30085384,7.867442449,21.05263158,284,5.281690141,94.71830986,0,0
"2171","Conway",2020-09-03,0,0,0,0,0,0,0,0,0,213,0,4779,0,191,0,3,0,19,0,4992,0,0,0,0,0,0,0,1,4,0,48,1.018846264,23.87831245,0.478331579,9.08830001,4.266826923,2.083333333,194,1.546391753,98.45360825,0,0
"2172","Craighead",2020-09-03,0,0,0,0,0,0,0,0,0,1958,0,24288,0,1667,0,16,0,275,0,26246,0,0,0,0,0,0,0,26,11,1,489,1.852394963,24.83041788,2.459768593,26.01678319,7.460184409,5.316973415,1683,0.950683304,99.0493167,0,0
"2173","Crawford",2020-09-03,0,0,0,0,0,0,0,0,0,952,0,13956,0,846,0,9,0,97,0,14908,0,0,0,0,0,0,0,13,20,0,179,1.523882699,23.86349084,2.080932258,15.52695608,6.38583311,7.262569832,855,1.052631579,98.94736842,0,0
"2174","Crittenden",2020-09-03,0,0,0,0,0,0,0,0,0,1685,0,11829,0,1585,0,35,0,65,0,13514,0,0,0,0,0,0,0,26,21,0,118,3.437863424,27.57227674,5.304715076,13.26178769,12.46855113,22.03389831,1620,2.160493827,97.83950617,0,0
"2175","Cross",2020-09-03,0,0,0,0,0,0,0,0,0,289,0,3358,0,243,0,5,0,41,0,3647,0,0,0,0,0,0,0,6,3,0,79,1.700200024,21.45546535,3.529827038,24.12048476,7.92432136,7.594936709,248,2.016129032,97.98387097,0,0
"2176","Dallas",2020-09-03,0,0,0,0,0,0,0,0,0,132,0,1501,0,89,0,2,0,41,0,1633,0,0,0,0,0,0,0,4,13,0,33,1.776103337,21.97255113,5.382131324,55.16684607,8.083282303,12.12121212,91,2.197802198,97.8021978,0,0
"2177","Desha",2020-09-03,0,0,0,0,0,0,0,0,0,249,0,3020,0,216,0,5,0,28,0,3269,0,0,0,0,0,0,0,5,1,0,59,2.09472533,27.50063094,4.206275763,23.55514428,7.617008259,8.474576271,221,2.262443439,97.73755656,0,0
"2178","Drew",2020-09-03,0,0,0,0,0,0,0,0,0,309,0,4606,0,288,0,5,0,16,0,4915,0,0,0,0,0,0,0,1,1,0,53,1.67008972,26.56469571,0.54048211,8.647713761,6.286876907,1.886792453,293,1.706484642,98.29351536,0,0
"2179","Faulkner",2020-09-03,0,0,0,0,0,0,0,0,0,1747,0,27496,0,1547,0,9,0,191,0,29243,0,0,0,0,0,0,0,28,19,0,335,1.427101033,23.88821723,2.287282708,15.60253562,5.974079267,8.358208955,1556,0.57840617,99.42159383,0,0
"2180","Franklin",2020-09-03,0,0,0,0,0,0,0,0,0,178,0,4147,0,154,0,2,0,22,0,4325,0,0,0,0,0,0,0,4,2,0,43,1.001124859,24.32508436,2.249718785,12.37345332,4.115606936,9.302325581,156,1.282051282,98.71794872,0,0
"2181","Fulton",2020-09-03,0,0,0,0,0,0,0,0,0,77,0,917,0,59,0,0,0,18,0,994,0,0,0,0,0,0,0,5,1,0,27,0.634319137,8.188483401,4.118955433,14.82823956,7.746478873,18.51851852,59,0,100,0,0
"2182","Garland",2020-09-03,0,0,0,0,0,0,0,0,0,1479,0,21546,0,1301,0,30,0,148,0,23025,0,0,0,0,0,0,0,21,13,0,343,1.504608436,23.42367088,2.136360862,15.0562575,6.423452769,6.12244898,1331,2.253944403,97.7460556,0,0
"2183","Grant",2020-09-03,0,0,0,0,0,0,0,0,0,197,0,3621,0,168,0,1,0,28,0,3818,0,0,0,0,0,0,0,4,1,0,97,1.089240296,21.11025102,2.211655424,15.48158797,5.159769513,4.12371134,169,0.591715976,99.40828402,0,0
"2184","Greene",2020-09-03,0,0,0,0,0,0,0,0,0,652,0,9736,0,590,0,5,0,57,0,10388,0,0,0,0,0,0,0,4,8,0,145,1.461129911,23.27947471,0.896398718,12.77368173,6.276472853,2.75862069,595,0.840336134,99.15966387,0,0
"2185","Hempstead",2020-09-03,0,0,0,0,0,0,0,0,0,335,0,3484,0,321,0,3,0,11,0,3819,0,0,0,0,0,0,0,1,5,0,25,1.521482423,17.34489963,0.454173858,4.995912435,8.771929825,4,324,0.925925926,99.07407407,0,0
"2186","HotSpring",2020-09-03,0,0,0,0,0,0,0,0,0,1731,0,8544,0,1669,0,21,0,41,0,10275,0,0,0,0,0,0,0,3,5,0,83,5.164081146,30.65334129,0.894988067,12.23150358,16.84671533,3.614457831,1690,1.24260355,98.75739645,0,0
"2187","Howard",2020-09-03,0,0,0,0,0,0,0,0,0,429,0,3194,0,392,0,5,0,32,0,3623,0,0,0,0,0,0,0,2,1,0,33,3.204122787,27.05952648,1.493763537,23.9002166,11.84101573,6.060606061,397,1.259445844,98.74055416,0,0
"2188","Independence",2020-09-03,0,0,0,0,0,0,0,0,0,791,0,8061,0,702,0,7,0,82,0,8852,0,0,0,0,0,0,0,3,9,0,105,2.122692143,23.7548304,0.805066552,22.00515243,8.93583371,2.857142857,709,0.987306065,99.01269394,0,0
"2189","Izard",2020-09-03,0,0,0,0,0,0,0,0,0,108,0,2812,0,83,0,0,0,25,0,2920,0,0,0,0,0,0,0,2,3,0,22,0.796518917,21.53551147,1.475035032,18.4379379,3.698630137,9.090909091,83,0,100,0,0
"2190","Jackson",2020-09-03,0,0,0,0,0,0,0,0,0,191,0,5093,0,161,0,1,0,29,0,5284,0,0,0,0,0,0,0,4,3,0,135,1.108853411,30.67634253,2.322206096,16.83599419,3.614685844,2.962962963,162,0.617283951,99.38271605,0,0
"2191","Jefferson",2020-09-03,0,0,0,0,0,0,0,0,0,2166,0,21453,0,1862,0,51,0,253,0,23619,0,0,0,0,0,0,0,37,28,0,429,3.075656026,33.5382824,5.253890719,35.92525275,9.170583005,8.624708625,1913,2.665969681,97.33403032,0,0
"2192","Johnson",2020-09-03,0,0,0,0,0,0,0,0,0,770,0,5658,0,751,0,4,0,15,0,6428,0,0,0,0,0,0,0,4,4,0,31,2.928758891,24.44943136,1.52143319,5.705374463,11.97884256,12.90322581,755,0.529801325,99.47019868,0,0
"2193","Lafayette",2020-09-03,0,0,0,0,0,0,0,0,0,75,0,799,0,66,0,2,0,7,0,874,0,0,0,0,0,0,0,3,2,0,8,1.084598698,12.63919017,4.338394794,10.12292119,8.581235698,37.5,68,2.941176471,97.05882353,0,0
"2194","Lawrence",2020-09-03,0,0,0,0,0,0,0,0,0,258,0,2773,0,231,0,11,0,16,0,3031,0,0,0,0,0,0,0,5,1,0,45,1.54778331,18.18345432,2.999580059,9.598656188,8.51204223,11.11111111,242,4.545454545,95.45454545,0,0
"2195","Lee",2020-09-03,0,0,0,0,0,0,0,0,0,1007,0,3309,0,980,0,11,0,16,0,4316,0,0,0,0,0,0,0,1,0,0,10,10.71504575,45.92466482,1.064056182,17.02489891,23.33178869,10,991,1.109989909,98.89001009,0,0
"2196","Lincoln",2020-09-03,0,0,0,0,0,0,0,0,0,1617,0,5328,0,1372,0,13,0,232,0,6945,0,0,0,0,0,0,0,7,3,0,55,11.80722892,50.71193866,5.111354509,169.4048923,23.28293737,12.72727273,1385,0.938628159,99.06137184,0,0
"2197","LittleRiver",2020-09-03,0,0,0,0,0,0,0,0,0,296,0,1457,0,259,0,15,0,22,0,1753,0,0,0,0,0,0,0,9,4,0,17,2.383828622,14.11774181,7.248127567,17.71764516,16.88533942,52.94117647,274,5.474452555,94.52554745,0,0
"2198","Logan",2020-09-03,0,0,0,0,0,0,0,0,0,367,0,5344,0,349,0,1,0,17,0,5711,0,0,0,0,0,0,0,2,1,0,41,1.686813439,26.2490233,0.919244381,7.81357724,6.426195062,4.87804878,350,0.285714286,99.71428571,0,0
"2199","Lonoke",2020-09-03,0,0,0,0,0,0,0,0,0,749,0,12905,0,647,0,4,0,98,0,13654,0,0,0,0,0,0,0,9,9,0,119,1.037309919,18.90978589,1.246433814,13.57227931,5.485571994,7.56302521,651,0.614439324,99.38556068,0,0
"2200","Madison",2020-09-03,0,0,0,0,0,0,0,0,0,302,0,3414,0,291,0,2,0,9,0,3716,0,0,0,0,0,0,0,3,1,0,29,1.878343077,23.1123274,1.865903719,5.597711158,8.127018299,10.34482759,293,0.682593857,99.31740614,0,0
"2201","Marion",2020-09-03,0,0,0,0,0,0,0,0,0,48,0,1712,0,40,0,0,0,8,0,1760,0,0,0,0,0,0,0,2,0,0,32,0.292006327,10.70689865,1.216693028,4.866772113,2.727272727,6.25,40,0,100,0,0
"2202","Miller",2020-09-03,0,0,0,0,0,0,0,0,0,638,0,5171,0,578,0,9,0,51,0,5809,0,0,0,0,0,0,0,17,4,0,66,1.457985786,13.27498343,3.884915103,11.65474531,10.98295748,25.75757576,587,1.533219761,98.46678024,0,0
"2203","Mississippi",2020-09-03,0,0,0,0,0,0,0,0,0,1388,0,9536,0,1253,0,31,0,104,0,10924,0,0,0,0,0,0,0,14,1,9,101,3.240643459,25.50489132,3.26866055,24.28147837,12.70596851,13.86138614,1284,2.414330218,97.58566978,0,0
"2204","Monroe",2020-09-03,0,0,0,0,0,0,0,0,0,96,0,1811,0,89,0,0,0,7,0,1907,0,0,0,0,0,0,0,0,1,0,17,1.324320596,26.30707684,0,9.656504345,5.03408495,0,89,0,100,0,0
"2205","Montgomery",2020-09-03,0,0,0,0,0,0,0,0,0,116,0,1387,0,64,0,4,0,48,0,1503,0,0,0,0,0,0,0,12,4,1,62,1.289892138,16.712999,13.34371178,53.3748471,7.717897538,19.35483871,68,5.882352941,94.11764706,0,0
"2206","Nevada",2020-09-03,0,0,0,0,0,0,0,0,0,162,0,2211,0,142,0,12,0,8,0,2373,0,0,0,0,0,0,0,0,4,0,5,1.91943128,28.11611374,0,9.478672986,6.826801517,0,154,7.792207792,92.20779221,0,0
"2207","Newton",2020-09-03,0,0,0,0,0,0,0,0,0,134,0,1278,0,94,0,15,0,25,0,1412,0,0,0,0,0,0,0,13,-1,0,58,1.707441386,17.99184506,16.56472987,31.85524975,9.490084986,22.4137931,109,13.76146789,86.23853211,0,0
"2208","Ouachita",2020-09-03,0,0,0,0,0,0,0,0,0,173,0,4281,0,131,0,4,0,38,0,4454,0,0,0,0,0,0,0,14,6,0,86,0.717663652,18.47672779,5.807682735,15.76371028,3.884149079,16.27906977,135,2.962962963,97.03703704,0,0
"2209","Perry",2020-09-03,0,0,0,0,0,0,0,0,0,62,0,2118,0,59,0,0,0,3,0,2180,0,0,0,0,0,0,0,-1,0,-1,17,0.600658787,21.119938,-0.968804495,2.906413486,2.844036697,-5.882352941,59,0,100,0,0
"2210","Phillips",2020-09-03,0,0,0,0,0,0,0,0,0,409,0,5134,0,383,0,10,0,16,0,5543,0,0,0,0,0,0,0,2,5,0,34,2.148786382,29.12157192,1.050751287,8.406010297,7.378675807,5.882352941,393,2.544529262,97.45547074,0,0
"2211","Pike",2020-09-03,0,0,0,0,0,0,0,0,0,179,0,1780,0,170,0,1,0,8,0,1959,0,0,0,0,0,0,0,2,3,0,27,1.656180607,18.12546262,1.850481125,7.4019245,9.137314957,7.407407407,171,0.584795322,99.41520468,0,0
"2212","Poinsett",2020-09-03,0,0,0,0,0,0,0,0,0,503,0,5757,0,407,0,6,0,90,0,6260,0,0,0,0,0,0,0,10,19,0,231,2.091128295,26.02477758,4.157312713,37.41581442,8.03514377,4.329004329,413,1.452784504,98.5472155,0,0
"2213","Polk",2020-09-03,0,0,0,0,0,0,0,0,0,230,0,3170,0,211,0,4,0,15,0,3400,0,0,0,0,0,0,0,4,2,0,45,1.140703268,16.86257005,1.983831771,7.439369141,6.764705882,8.888888889,215,1.860465116,98.13953488,0,0
"2214","Pope",2020-09-03,0,0,0,0,0,0,0,0,0,1806,0,16395,0,1645,0,19,0,142,0,18201,0,0,0,0,0,0,0,19,22,1,224,2.837659481,28.59813965,2.985356043,22.31160832,9.922531729,8.482142857,1664,1.141826923,98.85817308,0,0
"2215","Prairie",2020-09-03,0,0,0,0,0,0,0,0,0,118,0,1567,0,114,0,1,0,3,0,1685,0,0,0,0,0,0,0,3,1,1,15,1.431344008,20.43910723,3.639010189,3.639010189,7.002967359,20,115,0.869565217,99.13043478,0,0
"2216","Pulaski",2020-09-03,0,0,0,0,0,0,0,0,0,7276,0,96340,0,6512,0,112,0,652,0,103616,0,0,0,0,0,0,0,94,68,0,1428,1.849220892,26.33436943,2.389042934,16.57080844,7.022081532,6.582633053,6624,1.690821256,98.30917874,0,0
"2217","Randolph",2020-09-03,0,0,0,0,0,0,0,0,0,312,0,3675,0,290,0,13,0,9,0,3987,0,0,0,0,0,0,0,1,0,1,37,1.772425155,22.64954837,0.568084986,5.11276487,7.825432656,2.702702703,303,4.290429043,95.70957096,0,0
"2218","Saline",2020-09-03,0,0,0,0,0,0,0,0,0,1653,0,20497,0,1411,0,13,0,229,0,22150,0,0,0,0,0,0,0,36,18,0,329,1.400740621,18.76975485,3.050614784,19.4052996,7.46275395,10.94224924,1424,0.912921348,99.08707865,0,0
"2219","Scott",2020-09-03,0,0,0,0,0,0,0,0,0,88,0,1461,0,87,0,0,0,1,0,1549,0,0,0,0,0,0,0,1,2,0,9,0.842750431,14.83432293,0.957670944,0.957670944,5.681084571,11.11111111,87,0,100,0,0
"2220","Searcy",2020-09-03,0,0,0,0,0,0,0,0,0,111,0,1534,0,59,0,0,0,52,0,1645,0,0,0,0,0,0,0,10,4,0,25,1.400984476,20.7623375,12.62148176,65.63170516,6.747720365,40,59,0,100,0,0
"2221","Sebastian",2020-09-03,0,0,0,0,0,0,0,0,0,2946,0,32241,0,2692,0,35,0,219,0,35187,0,0,0,0,0,0,0,36,34,0,420,2.31129522,27.60609127,2.824393344,17.18172618,8.372410265,8.571428571,2727,1.28346168,98.71653832,0,0
"2222","Sevier",2020-09-03,0,0,0,0,0,0,0,0,0,1163,0,5608,0,1136,0,13,0,14,0,6771,0,0,0,0,0,0,0,3,11,0,41,6.764380853,39.38230675,1.744896179,8.142848834,17.17619259,7.317073171,1149,1.131418625,98.86858138,0,0
"2223","Sharp",2020-09-03,0,0,0,0,0,0,0,0,0,152,0,2904,0,135,0,5,0,12,0,3056,0,0,0,0,0,0,0,3,2,0,37,0.891861761,17.93111541,1.760253477,7.041013906,4.97382199,8.108108108,140,3.571428571,96.42857143,0,0
"2224","St.Francis",2020-09-03,0,0,0,0,0,0,0,0,0,1357,0,9892,0,1269,0,4,0,84,0,11249,0,0,0,0,0,0,0,7,8,0,65,5.160873203,42.78162318,2.662204305,31.94645166,12.06329452,10.76923077,1273,0.314218382,99.68578162,0,0
"2225","Stone",2020-09-03,0,0,0,0,0,0,0,0,0,211,0,2441,0,163,0,3,0,45,0,2652,0,0,0,0,0,0,0,9,8,0,62,1.695323799,21.30805078,7.231238952,36.15619476,7.956259427,14.51612903,166,1.807228916,98.19277108,0,0
"2226","Union",2020-09-03,0,0,0,0,0,0,0,0,0,707,0,7084,0,623,0,21,0,63,0,7791,0,0,0,0,0,0,0,9,13,1,112,1.779422128,19.60887949,2.265176684,15.85623679,9.074573226,8.035714286,644,3.260869565,96.73913043,0,0
"2227","VanBuren",2020-09-03,0,0,0,0,0,0,0,0,0,136,0,2850,0,102,0,2,0,32,0,2986,0,0,0,0,0,0,0,10,11,0,44,0.815152242,17.89738672,5.993766483,19.18005275,4.554588078,22.72727273,104,1.923076923,98.07692308,0,0
"2228","Washington",2020-09-03,0,0,0,0,0,0,0,0,0,7203,0,59472,0,6744,0,78,0,381,0,66675,0,0,0,0,0,0,0,212,73,5,1246,3.151897571,29.17572824,9.276721992,16.67184471,10.80314961,17.01444623,6822,1.143359719,98.85664028,0,0
"2229","White",2020-09-03,0,0,0,0,0,0,0,0,0,551,0,10193,0,462,0,12,0,77,0,10744,0,0,0,0,0,0,0,9,7,0,86,0.699203086,13.63382569,1.142074006,9.77107761,5.128443783,10.46511628,474,2.53164557,97.46835443,0,0
"2230","Woodruff",2020-09-03,0,0,0,0,0,0,0,0,0,28,0,1324,0,27,0,0,0,1,0,1352,0,0,0,0,0,0,0,1,0,0,5,0.42042042,20.3003003,1.501501502,1.501501502,2.071005917,20,27,0,100,0,0
"2231","Yell",2020-09-03,0,0,0,0,0,0,0,0,0,1169,0,7645,0,1118,0,25,0,26,0,8814,0,0,0,0,0,0,0,2,4,0,43,5.372983408,40.51109988,0.919244381,11.95017695,13.2629907,4.651162791,1143,2.187226597,97.8127734,0,0
"2232","Arkansas_all_counties",2020-09-03,0,0,0,63504,0,0,0,0,2990671,63081,423,684236,0,56889,0,861,0,5331,0,747317,0,0,0,0,0,0,0,1014,628,20,9868,2.090294797,24.76360294,3.210944117,17.66516315,8.440996257,9.81961897,57750,1.490909091,98.50909091,0,0
"2233","Arkansas",2020-09-02,0,0,0,0,0,0,0,0,0,286,0,4086,0,261,0,3,0,22,0,4372,0,0,0,0,0,0,0,2,2,0,27,1.578018098,24.12271022,1.103509159,12.13860075,6.541628545,7.407407407,264,1.136363636,98.86363636,0,0
"2234","Arkansas_all_counties",2020-09-02,0,0,0,62490,0,0,0,0,2990671,62112,378,675337,0,56261,0,841,0,5010,0,737449,0,0,0,0,0,0,0,615,614,27,6424,2.058185356,24.4366102,2.037905709,16.60147578,8.422548542,9.573474471,57102,1.472803054,98.52719695,0,0
"2235","Ashley",2020-09-02,0,0,0,0,0,0,0,0,0,388,0,4068,0,366,0,7,0,15,0,4456,0,0,0,0,0,0,0,0,1,0,13,1.889273019,21.69742416,0,7.303890539,8.707360862,0,373,1.876675603,98.1233244,0,0
"2236","Baxter",2020-09-02,0,0,0,0,0,0,0,0,0,140,0,2667,0,116,0,0,0,24,0,2807,0,0,0,0,0,0,0,1,3,0,22,0.339649191,6.809966278,0.242606565,5.822557558,4.987531172,4.545454545,116,0,100,0,0
"2237","Benton",2020-09-02,0,0,0,0,0,0,0,0,0,5453,0,58243,0,5121,0,57,0,275,0,63696,0,0,0,0,0,0,0,59,22,3,391,2.105567998,24.59494942,2.278168198,10.61858059,8.560977141,15.08951407,5178,1.100811124,98.89918888,0,0
"2238","Boone",2020-09-02,0,0,0,0,0,0,0,0,0,374,0,6529,0,266,0,3,0,105,0,6903,0,0,0,0,0,0,0,5,7,0,26,1.003003647,18.51265823,1.340913967,28.15919331,5.417934231,19.23076923,269,1.115241636,98.88475836,0,0
"2239","Bradley",2020-09-02,0,0,0,0,0,0,0,0,0,296,0,3005,0,256,0,6,0,34,0,3301,0,0,0,0,0,0,0,1,6,0,6,2.703690172,30.15162587,0.913408842,31.05590062,8.966979703,16.66666667,262,2.290076336,97.70992366,0,0
