"","County_Name","Date","Active_Cases_Total","Total_Positives","Total_Deaths","Pct_Positive_Cumulative","New_Cases_Today","Active_Cases_10k_Pop"
"5771","Washington",2020-11-14,1324,13425,163,10.63,236,34.92
"5772","White",2020-11-14,533,2281,41,8.05,81,44.41
"5773","Woodruff",2020-11-14,21,167,0,5.86,5,27.03
"5774","Yell",2020-11-14,123,1496,33,8.86,17,40.33
"5775","Arkansas_all_counties",2020-11-15,16531,133040,2183,8.32,874,40.8
"5776","Arkansas_county",2020-11-15,91,838,20,7.2,5,27.04
"5777","Ashley",2020-11-15,81,679,13,8.46,4,28.24
"5778","Baxter",2020-11-15,246,1089,19,11.5,10,41.49
"5779","Benton",2020-11-15,1373,10354,135,9.38,69,34.56
"5780","Boone",2020-11-15,220,1363,40,7.67,13,45.05
"5781","Bradley",2020-11-15,15,392,8,7.09,-1,6.39
"5782","Calhoun",2020-11-15,37,104,0,4.67,-1,63.44
"5783","Carroll",2020-11-15,107,1171,21,10.34,1,32.63
"5784","Chicot",2020-11-15,30,1090,24,14.22,2,22.17
"5785","Clark",2020-11-15,121,683,6,5.78,5,39.76
"5786","Clay",2020-11-15,142,680,18,8.07,10,63.08
"5787","Cleburne",2020-11-15,74,598,18,5.42,5,18.63
"5788","Cleveland",2020-11-15,33,301,13,6.45,3,20.67
"5789","Columbia",2020-11-15,86,870,22,9.41,5,18.42
"5790","Conway",2020-11-15,122,500,6,4.96,14,49.75
"5791","Craighead",2020-11-15,820,5993,62,9.54,40,61.87
"5792","Crawford",2020-11-15,373,2646,33,7.52,33,45.46
"5793","Crittenden",2020-11-15,244,2879,54,13.07,3,43.87
"5794","Cross",2020-11-15,48,675,24,8.38,3,19.41
"5795","Dallas",2020-11-15,42,232,6,6.86,3,51.13
"5796","Desha",2020-11-15,38,479,8,7.84,3,24.4
"5797","Drew",2020-11-15,55,515,7,5.58,4,18.92
"5798","Faulkner",2020-11-15,470,4100,43,6.66,28,29.98
"5799","Franklin",2020-11-15,66,660,5,6.18,3,28.12
"5800","Fulton",2020-11-15,70,434,12,11.77,4,30.48
"5801","Garland",2020-11-15,445,3210,86,6.67,10,38.76
"5802","Grant",2020-11-15,71,464,5,5.64,11,28.75
"5803","Greene",2020-11-15,414,2192,25,8.62,3,61.4
"5804","Hempstead",2020-11-15,87,722,6,8.35,3,28.61
"5805","HotSpring",2020-11-15,274,2591,40,11.16,17,73.39
"5806","Howard",2020-11-15,74,721,15,12.64,6,31.37
"5807","Independence",2020-11-15,278,1852,68,9.73,9,50.18
"5808","Izard",2020-11-15,196,886,4,11.1,2,124.64
"5809","Jackson",2020-11-15,327,1268,6,9.59,9,164.3
"5810","Jefferson",2020-11-15,411,4758,104,9.52,10,42.17
"5811","Johnson",2020-11-15,63,1142,11,8.87,7,18.26
"5812","Lafayette",2020-11-15,19,230,3,11.86,1,18.8
"5813","Lawrence",2020-11-15,99,1018,26,12.48,3,43.79
"5814","Lee",2020-11-15,23,1136,18,16.68,0,20.22
"5815","Lincoln",2020-11-15,27,2364,18,18.49,-1,16.06
"5816","LittleRiver",2020-11-15,50,558,39,16.73,2,20.94
"5817","Logan",2020-11-15,114,741,5,5.91,11,41.37
"5818","Lonoke",2020-11-15,325,2266,36,6.57,10,30.47
"5819","Madison",2020-11-15,67,526,6,7.83,3,31.72
"5820","Marion",2020-11-15,95,293,2,6.47,17,46.84
"5821","Miller",2020-11-15,157,1894,22,15.91,3,21.48
"5822","MissingCountyInfo",2020-11-15,807,2166,0,2.58,60,NA
"5823","Mississippi",2020-11-15,311,2818,75,14.37,14,59.77
"5824","Monroe",2020-11-15,25,267,4,7.07,5,30.35
"5825","Montgomery",2020-11-15,20,217,10,6.09,2,20.02
"5826","Nevada",2020-11-15,39,389,14,6.41,3,35.55
"5827","Newton",2020-11-15,37,374,22,11.06,2,34.4
"5828","Ouachita",2020-11-15,78,494,11,5.62,4,26.55
"5829","Perry",2020-11-15,29,197,3,3.45,0,22.28
"5830","Phillips",2020-11-15,43,835,16,7.94,1,18.39
"5831","Pike",2020-11-15,32,317,1,9.09,1,19.43
"5832","Poinsett",2020-11-15,221,1466,33,9.7,15,76.08
"5833","Polk",2020-11-15,155,567,6,7.85,12,68.94
"5834","Pope",2020-11-15,306,3213,39,8.61,12,31.11
"5835","Prairie",2020-11-15,52,317,5,8.19,5,43.67
"5836","Pulaski",2020-11-15,1647,14391,236,6.75,135,34.67
"5837","Randolph",2020-11-15,112,828,28,8.96,2,54.54
"5838","Saline",2020-11-15,644,3845,46,7.43,25,34.66
"5839","Scott",2020-11-15,49,298,2,5.46,1,22.98
"5840","Searcy",2020-11-15,36,258,1,6.74,2,20.19
"5841","Sebastian",2020-11-15,822,6117,111,7.8,50,50.53
"5842","Sevier",2020-11-15,103,1577,16,15.8,6,27.34
"5843","Sharp",2020-11-15,122,526,13,6.93,6,44.01
"5844","St.Francis",2020-11-15,93,1910,11,10.83,7,31.57
"5845","Stone",2020-11-15,17,430,22,8.19,2,12.86
"5846","Union",2020-11-15,82,1336,54,9.16,3,14.85
"5847","VanBuren",2020-11-15,36,270,3,4.1,4,17.98
"5848","Washington",2020-11-15,1290,13474,164,10.61,49,33.43
"5849","White",2020-11-15,556,2314,42,8.14,33,44.79
"5850","Woodruff",2020-11-15,21,168,0,5.85,1,25.53
"5851","Yell",2020-11-15,126,1504,33,8.85,8,43.57
"5852","Arkansas_all_counties",2020-11-16,16485,134348,2225,8.34,1308,41.76
"5853","Arkansas_county",2020-11-16,90,845,20,7.18,7,29.24
"5854","Ashley",2020-11-16,88,691,13,8.51,12,33.6
"5855","Baxter",2020-11-16,239,1107,21,11.49,18,41.73
"5856","Benton",2020-11-16,1343,10442,135,9.36,88,34.71
"5857","Boone",2020-11-16,233,1389,40,7.69,26,48
"5858","Bradley",2020-11-16,21,398,8,7.16,6,12.79
"5859","Calhoun",2020-11-16,37,110,0,4.9,6,65.36
"5860","Carroll",2020-11-16,107,1179,21,10.24,8,33.71
"5861","Chicot",2020-11-16,39,1101,24,14.22,11,31.41
"5862","Clark",2020-11-16,114,687,7,5.71,4,39.76
"5863","Clay",2020-11-16,148,691,18,8.1,11,69.05
"5864","Cleburne",2020-11-16,67,599,18,5.41,1,16.65
"5865","Cleveland",2020-11-16,35,306,14,6.52,5,24.31
"5866","Columbia",2020-11-16,81,878,22,9.41,8,18.42
"5867","Conway",2020-11-16,127,512,6,5.04,12,52.14
"5868","Craighead",2020-11-16,796,6060,69,9.57,67,62.06
"5869","Crawford",2020-11-16,373,2677,34,7.49,31,46.9
"5870","Crittenden",2020-11-16,250,2907,55,13.11,28,46.11
"5871","Cross",2020-11-16,55,685,24,8.43,10,22.36
"5872","Dallas",2020-11-16,43,236,6,6.93,4,53.82
"5873","Desha",2020-11-16,40,483,8,7.89,4,26.92
"5874","Drew",2020-11-16,63,523,7,5.61,8,23.24
"5875","Faulkner",2020-11-16,448,4122,44,6.65,22,28.92
"5876","Franklin",2020-11-16,66,668,6,6.19,8,28.12
"5877","Fulton",2020-11-16,70,444,12,11.91,10,36.25
"5878","Garland",2020-11-16,430,3220,91,6.64,10,37.95
"5879","Grant",2020-11-16,73,468,5,5.65,4,29.86
"5880","Greene",2020-11-16,409,2228,26,8.67,36,61.85
"5881","Hempstead",2020-11-16,86,726,6,8.32,4,29.07
"5882","HotSpring",2020-11-16,285,2611,41,11.19,20,76.67
"5883","Howard",2020-11-16,67,721,15,12.53,0,29.88
"5884","Independence",2020-11-16,274,1860,68,9.57,8,50.72
"5885","Izard",2020-11-16,206,913,4,11.15,27,134.97
"5886","Jackson",2020-11-16,300,1268,6,9.57,0,149.78
"5887","Jefferson",2020-11-16,433,4791,104,9.55,33,44.73
"5888","Johnson",2020-11-16,72,1151,11,8.87,9,21.68
"5889","Lafayette",2020-11-16,15,231,3,11.88,1,17.35
"5890","Lawrence",2020-11-16,102,1025,27,12.43,7,45.59
"5891","Lee",2020-11-16,23,1136,18,16.59,0,20.22
"5892","Lincoln",2020-11-16,28,2367,18,18.49,3,16.06
"5893","LittleRiver",2020-11-16,52,563,39,16.64,5,24.16
"5894","Logan",2020-11-16,125,757,6,5.97,16,45.96
"5895","Lonoke",2020-11-16,325,2291,38,6.59,25,31.3
"5896","Madison",2020-11-16,66,529,6,7.8,3,31.1
"5897","Marion",2020-11-16,108,314,3,6.74,21,52.93
"5898","Miller",2020-11-16,138,1907,22,15.87,13,20.11
"5899","MissingCountyInfo",2020-11-16,754,2179,0,2.67,13,NA
"5900","Mississippi",2020-11-16,300,2841,76,14.41,23,59.07
"5901","Monroe",2020-11-16,25,269,4,7.06,2,31.73
"5902","Montgomery",2020-11-16,21,219,10,6.11,2,21.13
"5903","Nevada",2020-11-16,37,390,14,6.32,1,34.36
"5904","Newton",2020-11-16,33,376,22,11.03,2,30.58
"5905","Ouachita",2020-11-16,82,507,11,5.72,13,29.04
"5906","Perry",2020-11-16,29,201,3,3.5,4,22.28
"5907","Phillips",2020-11-16,39,840,16,7.94,5,16.29
"5908","Pike",2020-11-16,33,320,1,9.1,3,21.28
"5909","Poinsett",2020-11-16,211,1475,37,9.7,9,74.42
"5910","Polk",2020-11-16,157,584,6,7.93,17,72.41
"5911","Pope",2020-11-16,315,3247,39,8.57,34,33.78
"5912","Prairie",2020-11-16,49,319,5,8.19,2,40.03
"5913","Pulaski",2020-11-16,1674,14527,237,6.76,136,35.81
"5914","Randolph",2020-11-16,115,845,28,9.05,17,57.94
"5915","Saline",2020-11-16,616,3890,47,7.41,45,34.83
"5916","Scott",2020-11-16,50,301,2,5.46,3,24.9
"5917","Searcy",2020-11-16,34,257,1,6.69,-1,20.19
"5918","Sebastian",2020-11-16,836,6179,113,7.76,62,52.02
"5919","Sevier",2020-11-16,98,1586,16,15.77,9,26.76
"5920","Sharp",2020-11-16,133,544,13,7.03,18,53.98
"5921","St.Francis",2020-11-16,94,1920,12,10.82,10,32.33
"5922","Stone",2020-11-16,16,430,22,8.14,0,12.05
"5923","Union",2020-11-16,82,1347,55,9.18,11,15.35
"5924","VanBuren",2020-11-16,37,273,3,4.12,3,18.58
"5925","Washington",2020-11-16,1334,13639,166,10.63,165,37.33
"5926","White",2020-11-16,546,2349,44,8.21,35,44.03
"5927","Woodruff",2020-11-16,21,170,0,5.86,2,25.53
"5928","Yell",2020-11-16,124,1507,33,8.8,3,44.04
"5929","Arkansas_all_counties",2020-11-17,16576,135902,2245,8.37,1554,42.03
"5930","Arkansas_county",2020-11-17,98,858,20,7.24,13,31.45
"5931","Ashley",2020-11-17,89,696,13,8.54,5,33.11
"5932","Baxter",2020-11-17,232,1125,22,11.57,18,41.49
"5933","Benton",2020-11-17,1337,10543,135,9.4,101,34.48
"5934","Boone",2020-11-17,245,1417,40,7.8,28,46.4
"5935","Bradley",2020-11-17,23,401,8,6.99,3,11.87
"5936","Calhoun",2020-11-17,34,111,0,4.9,1,59.59
"5937","Carroll",2020-11-17,110,1195,21,10.35,16,30.84
"5938","Chicot",2020-11-17,40,1104,24,14.21,3,30.48
"5939","Clark",2020-11-17,107,695,8,5.75,8,36.63
"5940","Clay",2020-11-17,152,713,18,8.3,22,70.38
"5941","Cleburne",2020-11-17,65,605,20,5.45,6,16.65
"5942","Cleveland",2020-11-17,31,307,14,6.41,1,21.88
"5943","Columbia",2020-11-17,81,890,22,9.43,12,18.42
"5944","Conway",2020-11-17,128,521,6,5.07,9,52.14
"5945","Craighead",2020-11-17,771,6124,69,9.6,64,60.36
"5946","Crawford",2020-11-17,371,2711,34,7.55,34,46.9
"5947","Crittenden",2020-11-17,246,2932,55,13.16,25,46.11
"5948","Cross",2020-11-17,72,706,24,8.62,21,30.59
"5949","Dallas",2020-11-17,47,242,6,7.02,6,57.86
"5950","Desha",2020-11-17,40,488,8,7.91,5,27.76
"5951","Drew",2020-11-17,66,532,7,5.66,9,23.24
"5952","Faulkner",2020-11-17,470,4181,44,6.68,59,29.73
"5953","Franklin",2020-11-17,67,676,6,6.22,8,29.81
"5954","Fulton",2020-11-17,79,459,12,12.13,15,34.6
"5955","Garland",2020-11-17,415,3248,93,6.66,28,36.93
"5956","Grant",2020-11-17,71,473,5,5.67,5,29.3
"5957","Greene",2020-11-17,418,2277,26,8.79,49,61.63
"5958","Hempstead",2020-11-17,78,733,6,8.33,7,26.34
"5959","HotSpring",2020-11-17,259,2635,41,11.09,24,68.91
"5960","Howard",2020-11-17,67,728,15,12.61,7,28.38
"5961","Independence",2020-11-17,285,1880,68,9.63,20,52.6
"5962","Izard",2020-11-17,211,923,4,11.22,10,136.44
"5963","Jackson",2020-11-17,301,1287,6,9.55,19,149.2
"5964","Jefferson",2020-11-17,406,4831,105,9.55,40,40.19
"5965","Johnson",2020-11-17,73,1160,11,8.9,9,22.06
"5966","Lafayette",2020-11-17,15,234,3,11.95,3,20.25
"5967","Lawrence",2020-11-17,97,1034,27,12.47,9,44.99
"5968","Lee",2020-11-17,27,1142,18,16.57,6,24.47
"5969","Lincoln",2020-11-17,15,2365,18,18.08,-2,8.03
"5970","LittleRiver",2020-11-17,56,572,39,16.74,9,27.38
"5971","Logan",2020-11-17,135,776,6,6.07,19,51.02
"5972","Lonoke",2020-11-17,328,2320,42,6.61,29,31.02
"5973","Madison",2020-11-17,70,536,6,7.85,7,33.59
"5974","Marion",2020-11-17,109,326,3,6.92,12,54.14
"5975","Miller",2020-11-17,133,1931,22,15.88,24,18.97
"5976","MissingCountyInfo",2020-11-17,757,2208,0,2.68,29,NA
"5977","Mississippi",2020-11-17,297,2869,77,14.43,28,60.24
"5978","Monroe",2020-11-17,23,271,4,7.1,2,28.97
"5979","Montgomery",2020-11-17,21,221,10,6.14,2,22.24
"5980","Nevada",2020-11-17,37,391,14,6.27,1,35.55
"5981","Newton",2020-11-17,38,384,22,10.92,8,30.58
"5982","Ouachita",2020-11-17,95,526,11,5.86,19,34.02
"5983","Perry",2020-11-17,31,205,3,3.5,4,23.25
"5984","Phillips",2020-11-17,40,846,16,7.96,6,16.29
"5985","Pike",2020-11-17,37,326,1,9.21,6,24.98
"5986","Poinsett",2020-11-17,211,1495,37,9.78,20,74.42
"5987","Polk",2020-11-17,174,609,6,8.18,25,79.35
"5988","Pope",2020-11-17,321,3270,39,8.6,23,34.72
"5989","Prairie",2020-11-17,49,324,5,8.28,5,40.03
"5990","Pulaski",2020-11-17,1689,14684,241,6.78,157,36.55
"5991","Randolph",2020-11-17,126,861,28,9.15,16,63.63
"5992","Saline",2020-11-17,640,3957,48,7.47,67,36.95
"5993","Scott",2020-11-17,41,302,2,5.46,1,22.03
"5994","Searcy",2020-11-17,35,258,1,6.68,1,21.46
"5995","Sebastian",2020-11-17,820,6218,115,7.77,39,51.15
"5996","Sevier",2020-11-17,97,1601,16,15.86,15,24.43
"5997","Sharp",2020-11-17,134,555,13,7.1,11,55.74
"5998","St.Francis",2020-11-17,97,1929,12,10.8,9,33.09
"5999","Stone",2020-11-17,17,431,22,8.15,1,12.05
"6000","Union",2020-11-17,81,1358,55,9.24,11,14.85
"6001","VanBuren",2020-11-17,37,278,3,4.18,5,17.38
"6002","Washington",2020-11-17,1349,13782,167,10.64,143,39.82
"6003","White",2020-11-17,572,2419,44,8.38,70,45.43
"6004","Woodruff",2020-11-17,20,172,0,5.88,2,27.03
"6005","Yell",2020-11-17,120,1509,33,8.79,2,41.72
"6006","Arkansas_all_counties",2020-11-18,16577,137617,2275,8.4,1715,42.17
"6007","Arkansas_county",2020-11-18,90,866,20,7.25,8,27.59
"6008","Ashley",2020-11-18,84,702,13,8.57,6,30.19
"6009","Baxter",2020-11-18,222,1143,24,11.63,18,40.76
"6010","Benton",2020-11-18,1206,10618,138,9.41,75,30.97
"6011","Boone",2020-11-18,253,1442,41,7.89,25,52.03
"6012","Bradley",2020-11-18,28,409,8,7.09,8,12.79
"6013","Calhoun",2020-11-18,31,113,0,4.97,2,53.83
"6014","Carroll",2020-11-18,110,1205,21,10.32,10,29.76
"6015","Chicot",2020-11-18,40,1108,24,14.22,4,30.48
"6016","Clark",2020-11-18,105,705,8,5.76,10,36.18
"6017","Clay",2020-11-18,154,728,18,8.32,15,69.05
"6018","Cleburne",2020-11-18,63,609,20,5.44,4,16.25
"6019","Cleveland",2020-11-18,35,314,14,6.48,7,30.39
"6020","Columbia",2020-11-18,97,913,23,9.5,23,20.51
"6021","Conway",2020-11-18,129,532,6,5.09,11,50.22
"6022","Craighead",2020-11-18,760,6207,70,9.62,83,59.41
"6023","Crawford",2020-11-18,363,2731,34,7.54,20,46.9
"6024","Crittenden",2020-11-18,229,2964,55,13.22,32,42.44
"6025","Cross",2020-11-18,75,715,24,8.7,9,31.77
"6026","Dallas",2020-11-18,53,252,6,7.15,10,65.93
"6027","Desha",2020-11-18,37,492,8,7.9,4,21.87
"6028","Drew",2020-11-18,57,535,7,5.67,3,18.92
"6029","Faulkner",2020-11-18,470,4234,47,6.73,53,29.65
"6030","Franklin",2020-11-18,65,682,7,6.24,6,29.81
"6031","Fulton",2020-11-18,75,465,12,12.19,6,32.95
"6032","Garland",2020-11-18,389,3271,96,6.66,23,34.89
"6033","Grant",2020-11-18,81,485,5,5.78,12,33.17
"6034","Greene",2020-11-18,425,2330,26,8.87,53,64.32
"6035","Hempstead",2020-11-18,73,742,6,8.28,9,25.43
"6036","HotSpring",2020-11-18,268,2660,41,11.01,25,71.9
"6037","Howard",2020-11-18,52,736,15,12.6,8,23.15
"6038","Independence",2020-11-18,275,1897,69,9.59,17,49.91
"6039","Izard",2020-11-18,211,926,4,11.2,3,134.23
"6040","Jackson",2020-11-18,349,1358,6,9.91,71,178.81
"6041","Jefferson",2020-11-18,408,4853,106,9.51,22,39.62
"6042","Johnson",2020-11-18,76,1169,11,8.82,9,23.58
"6043","Lafayette",2020-11-18,15,236,3,11.91,2,20.25
"6044","Lawrence",2020-11-18,96,1041,27,12.44,7,47.99
"6045","Lee",2020-11-18,27,1145,18,16.56,3,25.54
"6046","Lincoln",2020-11-18,24,2377,18,18.02,12,12.41
"6047","LittleRiver",2020-11-18,56,579,39,16.65,7,28.99
"6048","Logan",2020-11-18,131,781,6,6.08,5,48.72
"6049","Lonoke",2020-11-18,336,2360,42,6.64,40,31.02
"6050","Madison",2020-11-18,71,537,6,7.83,1,34.21
"6051","Marion",2020-11-18,104,333,5,6.99,7,50.49
"6052","Miller",2020-11-18,128,1947,22,15.84,16,19.2
"6053","MissingCountyInfo",2020-11-18,893,2379,0,2.82,171,NA
"6054","Mississippi",2020-11-18,268,2892,79,14.46,23,55.33
"6055","Monroe",2020-11-18,25,273,4,7.08,2,30.35
"6056","Montgomery",2020-11-18,22,223,10,6.18,2,23.35
"6057","Nevada",2020-11-18,43,400,14,6.3,9,42.65
"6058","Newton",2020-11-18,39,388,22,10.96,4,38.23
"6059","Ouachita",2020-11-18,111,547,11,6,21,38.99
"6060","Perry",2020-11-18,31,210,3,3.54,5,23.25
"6061","Phillips",2020-11-18,44,851,16,7.93,5,18.39
"6062","Pike",2020-11-18,39,330,1,9.22,4,25.91
"6063","Poinsett",2020-11-18,178,1514,37,9.8,19,62.78
"6064","Polk",2020-11-18,173,618,6,8.23,9,79.35
"6065","Pope",2020-11-18,344,3319,40,8.67,49,38.81
"6066","Prairie",2020-11-18,52,329,5,8.32,5,42.46
"6067","Pulaski",2020-11-18,1701,14832,244,6.81,148,36.37
"6068","Randolph",2020-11-18,125,874,28,9.24,13,64.76
"6069","Saline",2020-11-18,614,4004,48,7.48,47,36.27
"6070","Scott",2020-11-18,40,307,2,5.44,5,19.15
"6071","Searcy",2020-11-18,37,262,1,6.74,4,21.46
"6072","Sebastian",2020-11-18,782,6267,118,7.78,49,48.41
"6073","Sevier",2020-11-18,93,1607,16,15.89,6,22.68
"6074","Sharp",2020-11-18,128,560,13,7.1,5,53.98
"6075","St.Francis",2020-11-18,87,1933,12,10.79,4,29.66
"6076","Stone",2020-11-18,18,434,22,8.17,3,12.86
"6077","Union",2020-11-18,93,1380,56,9.36,22,17.11
"6078","VanBuren",2020-11-18,44,288,3,4.27,10,17.98
"6079","Washington",2020-11-18,1373,13934,168,10.67,152,39.73
"6080","White",2020-11-18,614,2518,44,8.66,99,50.51
"6081","Woodruff",2020-11-18,21,176,0,5.99,4,30.03
"6082","Yell",2020-11-18,119,1521,33,8.76,12,42.65
"6083","Arkansas_all_counties",2020-11-19,16998,139855,2297,8.44,2238,43.17
"6084","Arkansas_county",2020-11-19,95,881,20,7.3,15,30.35
"6085","Ashley",2020-11-19,83,713,13,8.62,11,30.68
"6086","Baxter",2020-11-19,232,1182,25,11.65,39,40.27
"6087","Benton",2020-11-19,1143,10747,140,9.45,129,28.57
"6088","Boone",2020-11-19,265,1489,41,8.06,47,54.17
"6089","Bradley",2020-11-19,32,415,8,7.14,6,15.53
"6090","Calhoun",2020-11-19,28,117,0,5.1,4,48.06
"6091","Carroll",2020-11-19,112,1223,21,10.41,18,29.4
"6092","Chicot",2020-11-19,39,1111,24,14.08,3,29.56
"6093","Clark",2020-11-19,103,716,8,5.74,11,35.74
"6094","Clay",2020-11-19,156,742,18,8.4,14,70.38
"6095","Cleburne",2020-11-19,70,624,20,5.53,15,19.02
"6096","Cleveland",2020-11-19,39,322,14,6.61,8,32.82
"6097","Columbia",2020-11-19,101,929,23,9.46,16,20.09
"6098","Conway",2020-11-19,144,554,6,5.24,22,55.01
"6099","Craighead",2020-11-19,757,6319,70,9.71,112,61.21
"6100","Crawford",2020-11-19,369,2785,35,7.62,54,48.82
"6101","Crittenden",2020-11-19,246,3011,55,13.24,47,46.11
"6102","Cross",2020-11-19,77,724,25,8.64,9,31.77
"6103","Dallas",2020-11-19,52,254,6,7.15,2,64.59
"6104","Desha",2020-11-19,38,503,8,8.04,11,21.03
"6105","Drew",2020-11-19,64,545,7,5.73,10,20.54
"6106","Faulkner",2020-11-19,477,4292,49,6.75,58,29.57
"6107","Franklin",2020-11-19,68,690,7,6.29,8,32.62
"6108","Fulton",2020-11-19,71,473,12,12.24,8,36.25
"6109","Garland",2020-11-19,417,3350,99,6.7,79,36.73
"6110","Grant",2020-11-19,88,502,5,5.83,17,33.17
"6111","Greene",2020-11-19,448,2401,26,9.02,71,70.37
"6112","Hempstead",2020-11-19,77,759,6,8.41,17,30.43
"6113","HotSpring",2020-11-19,284,2689,41,10.95,29,76.37
"6114","Howard",2020-11-19,50,747,15,12.71,11,20.91
"6115","Independence",2020-11-19,280,1914,69,9.53,17,50.99
"6116","Izard",2020-11-19,117,933,4,11.05,7,65.64
"6117","Jackson",2020-11-19,448,1464,6,10.48,106,236.87
"6118","Jefferson",2020-11-19,396,4894,106,9.53,41,36.64
"6119","Johnson",2020-11-19,79,1180,11,8.83,11,23.96
"6120","Lafayette",2020-11-19,21,246,3,12.18,10,24.58
"6121","Lawrence",2020-11-19,100,1054,27,12.51,13,50.99
"6122","Lee",2020-11-19,30,1147,18,16.54,2,28.73
"6123","Lincoln",2020-11-19,25,2379,18,17.97,2,11.68
"6124","LittleRiver",2020-11-19,63,588,39,16.74,9,33.82
"6125","Logan",2020-11-19,157,816,6,6.28,35,58.83
"6126","Lonoke",2020-11-19,326,2389,43,6.67,29,29.78
"6127","Madison",2020-11-19,69,543,6,7.87,6,32.97
"6128","Marion",2020-11-19,114,351,5,7.09,18,52.93
"6129","Miller",2020-11-19,135,1987,22,16.05,40,20.34
"6130","MissingCountyInfo",2020-11-19,906,2383,0,2.76,4,NA
"6131","Mississippi",2020-11-19,267,2934,79,14.47,42,55.33
"6132","Monroe",2020-11-19,28,277,4,7.06,4,30.35
"6133","Montgomery",2020-11-19,28,231,10,6.37,8,28.91
"6134","Nevada",2020-11-19,44,408,14,6.34,8,42.65
"6135","Newton",2020-11-19,40,394,22,10.87,6,38.23
"6136","Ouachita",2020-11-19,120,562,11,6.13,15,41.9
"6137","Perry",2020-11-19,38,217,3,3.63,7,27.13
"6138","Phillips",2020-11-19,51,863,16,7.98,12,21.02
"6139","Pike",2020-11-19,42,336,1,9.31,6,26.83
"6140","Poinsett",2020-11-19,205,1552,38,9.95,38,74
"6141","Polk",2020-11-19,176,642,7,8.44,24,78.86
"6142","Pope",2020-11-19,372,3374,40,8.71,55,41.17
"6143","Prairie",2020-11-19,49,330,6,8.29,1,40.03
"6144","Pulaski",2020-11-19,1753,15049,247,6.85,217,37.49
"6145","Randolph",2020-11-19,120,892,28,9.32,18,61.35
"6146","Saline",2020-11-19,639,4094,49,7.54,90,36.35
"6147","Scott",2020-11-19,40,316,2,5.45,9,21.07
"6148","Searcy",2020-11-19,36,265,1,6.77,3,20.19
"6149","Sebastian",2020-11-19,828,6386,119,7.87,119,51
"6150","Sevier",2020-11-19,93,1620,16,15.94,13,21.52
"6151","Sharp",2020-11-19,132,578,14,7.21,18,58.68
"6152","St.Francis",2020-11-19,98,1949,13,10.79,16,33.85
"6153","Stone",2020-11-19,16,435,22,8.09,1,10.45
"6154","Union",2020-11-19,98,1393,56,9.41,13,16.61
"6155","VanBuren",2020-11-19,47,296,3,4.3,8,18.58
"6156","Washington",2020-11-19,1394,14083,168,10.7,149,41.05
"6157","White",2020-11-19,604,2578,45,8.78,60,51.14
"6158","Woodruff",2020-11-19,20,179,0,6.05,3,27.03
"6159","Yell",2020-11-19,129,1545,33,8.75,24,44.96
"6160","Arkansas_all_counties",2020-11-20,17360,141916,2321,8.47,2061,44.35
"6161","Arkansas_county",2020-11-20,100,894,20,7.33,13,30.9
"6162","Ashley",2020-11-20,82,724,13,8.7,11,31.65
"6163","Baxter",2020-11-20,236,1216,26,11.58,34,42.46
"6164","Benton",2020-11-20,1078,10906,141,9.52,159,26.95
"6165","Boone",2020-11-20,275,1522,41,8.17,33,54.44
"6166","Bradley",2020-11-20,35,420,8,7.17,5,15.53
"6167","Calhoun",2020-11-20,32,125,0,5.39,8,53.83
"6168","Carroll",2020-11-20,142,1259,21,10.63,36,41.96
"6169","Chicot",2020-11-20,42,1119,25,13.84,8,30.48
"6170","Clark",2020-11-20,112,734,9,5.8,18,41.55
"6171","Clay",2020-11-20,148,755,18,8.5,13,68.39
"6172","Cleburne",2020-11-20,74,635,20,5.56,11,20.61
"6173","Cleveland",2020-11-20,40,324,14,6.62,2,31.61
"6174","Columbia",2020-11-20,116,952,24,9.35,23,27.62
"6175","Conway",2020-11-20,159,582,6,5.43,28,59.31
"6176","Craighead",2020-11-20,770,6423,71,9.79,104,61.21
"6177","Crawford",2020-11-20,362,2818,35,7.66,33,48.66
"6178","Crittenden",2020-11-20,255,3043,55,13.24,32,48.15
"6179","Cross",2020-11-20,85,740,25,8.75,16,34.12
"6180","Dallas",2020-11-20,49,255,6,7.07,1,61.89
"6181","Desha",2020-11-20,38,505,8,8,2,23.56
"6182","Drew",2020-11-20,72,558,7,5.76,13,22.7
"6183","Faulkner",2020-11-20,498,4342,50,6.77,50,31.21
"6184","Franklin",2020-11-20,67,698,8,6.29,8,29.81
"6185","Fulton",2020-11-20,77,488,12,12.46,15,45.31
"6186","Garland",2020-11-20,440,3416,99,6.79,66,39.07
"6187","Grant",2020-11-20,101,519,5,5.97,17,38.15
"6188","Greene",2020-11-20,488,2482,26,9.25,81,76.19
"6189","Hempstead",2020-11-20,100,790,6,8.66,31,40.42
"6190","HotSpring",2020-11-20,309,2729,41,10.94,40,83.83
"6191","Howard",2020-11-20,51,759,15,12.8,12,17.18
"6192","Independence",2020-11-20,270,1923,71,9.51,9,50.72
"6193","Izard",2020-11-20,113,940,5,11.02,7,65.64
"6194","Jackson",2020-11-20,452,1479,6,10.47,15,239.19
"6195","Jefferson",2020-11-20,356,4929,107,9.47,35,30.53
"6196","Johnson",2020-11-20,77,1191,11,8.82,11,23.2
"6197","Lafayette",2020-11-20,21,248,3,12.13,2,23.14
